newsid,newspaper,title,link,comment,likeit,content,date,category
0000605676,부산일보,127년간 경이로운 탐험의 기록 '내셔널 지오그래픽' 부산 온다,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=082&aid=0000605676,0.0,0.0,-,2016-06-01,103
0008444761,연합뉴스,한국펜화가협회 회원전·고산금 작가 '오마주 투유' 개인전,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0008444761,0.0,0.0,-,2016-06-01,103
0002320348,한겨레,반구대 암각화 첫 국외나들이,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=028&aid=0002320348,0.0,0.0,-,2016-06-01,103
0002703771,경향신문,경인고속도 일부 일반도로 전환… 교차로 8곳 신설·방음벽 없앤다,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=032&aid=0002703771,0.0,0.0,-,2016-06-01,103
0010323783,KBS 뉴스,"당분간 낮 더위 계속, 강한 자외선 주의",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=056&aid=0010323783,0.0,0.0,-,2016-06-01,103
0002703751,경향신문,"[무너지는 민생, 사라진 정부]미세먼지 저감 대책 경유값 인상만 ‘요란’",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=032&aid=0002703751,0.0,0.0,-,2016-06-01,103
0000415019,SBS 뉴스,"""경유가격 인상 반대"" 움직임…없던 일 되나",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=055&aid=0000415019,0.0,0.0,-,2016-06-01,103
0010323776,KBS 뉴스,"위작 논란 25년…검찰, '미인도' 수사 착수",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=056&aid=0010323776,0.0,0.0,-,2016-06-01,103
0002703735,경향신문,"""한강, 한국 역사·문화를 객관적 거리 두고 재해석한 작가""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=032&aid=0002703735,0.0,0.0,-,2016-06-01,103
0000850730,YTN,경윳값 인상 논란…부담은 결국 국민 몫,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=052&aid=0000850730,0.0,0.0,-,2016-06-01,103
0002703729,경향신문,"""역사에 묻혀있는 '보도지침' 통해 언론자유 새겨보길""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=032&aid=0002703729,0.0,0.0,-,2016-06-01,103
0008444733,연합뉴스,"르 클레지오 ""한강 소설 독특하지만 보편성 지녔다""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=001&aid=0008444733,0.0,0.0,-,2016-06-01,103
0010323764,KBS 뉴스,"[앵커&리포트] ""안전띠 안 매면 뒷좌석 더 위험""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=056&aid=0010323764,0.0,0.0,-,2016-06-01,103
0000120454,JTBC,"""소리 없는 하이브리드 자동차, 보행자 사고율 높아""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=437&aid=0000120454,0.0,0.0,-,2016-06-01,103
0000194909,연합뉴스TV,역대 가장 더웠던 5월…6월은 더 덥다,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=103&oid=422&aid=0000194909,0.0,0.0,-,2016-06-01,103
