newsid,newspaper,title,link,comment,likeit,content,date,category
0010302932,KBS TV,[앵커&리포트] '호모 헌드레드 시대'…21세기 불로초 찾아라!,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=056&aid=0010302932,0.0,0.0,-,2016-04-01,105
0000604351,MBC TV,"""불공정 합병"" CJ헬로비전 소액주주들 소송 나서",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=214&aid=0000604351,0.0,0.0,-,2016-04-01,105
0000937804,MBN,"샤오미, 한국시장 공략…'홍보 따로 판매 따로'",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=057&aid=0000937804,0.0,0.0,-,2016-04-01,105
0002960686,동아일보,국내 최초 가상현실 전문 오디션 열려… 최종 우승팀은?,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=020&aid=0002960686,0.0,0.0,-,2016-04-01,105
0001024715,헤럴드경제,애플 40주년…주요 제품ㆍ인물ㆍ순간은,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=016&aid=0001024715,0.0,0.0,-,2016-04-01,105
0003719812,아시아경제,"블랙베리, 프리브폰 매출 부진에 어닝쇼크",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=277&aid=0003719812,0.0,0.0,-,2016-04-01,105
0000322407,조선비즈,[단독] '땅콩회항' 터뜨린 블라인드에 삼성전자 게시판 떴다,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=366&aid=0000322407,0.0,0.0,-,2016-04-01,105
0008300091,연합뉴스,"스팸 차단 성공률 SKT 87%, KT는 80%, LGU+ 75%(종합)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0008300091,0.0,0.0,-,2016-04-01,105
0008300088,연합뉴스,"G5, 첫날 판매 1만5천대…전작 G4 3배 수준(종합2보)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0008300088,0.0,0.0,-,2016-04-01,105
0003628031,파이낸셜뉴스,"LG G5, 출시 첫날 1만5천대 '판매돌풍'",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=014&aid=0003628031,0.0,0.0,-,2016-04-01,105
0002960676,동아일보,"인텔 ""사내에서 로봇 이용해 원격 회의""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=020&aid=0002960676,0.0,0.0,-,2016-04-01,105
0000809854,YTN TV,"""어, 핸드폰이 안 돼요""…전파 방해 '재밍'이란?",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=052&aid=0000809854,0.0,0.0,-,2016-04-01,105
0002465187,전자신문,전원없이 바닷물→식수로 바꾼다,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=030&aid=0002465187,0.0,0.0,-,2016-04-01,105
0003627980,파이낸셜뉴스,카카오 게임 계열사 합병법인 엔진 출범,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=014&aid=0003627980,0.0,0.0,-,2016-04-01,105
0002337086,디지털타임스,갤S7 vs 아이폰6 12m ‘방수실험’… 결과 봤더니,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=029&aid=0002337086,0.0,0.0,-,2016-04-01,105
0008299977,연합뉴스,'뜨는 스마트폰 강자' 화웨이 작년 순이익 6조5천억원…32%↑,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0008299977,0.0,0.0,-,2016-04-01,105
0002313045,한겨레,"[곽노필의 미래창]입 안에서 사르르, 3D 프린팅 알약 첫 시판",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=028&aid=0002313045,0.0,0.0,-,2016-04-01,105
0008299860,연합뉴스,"뉴질랜드서 소음 차단기술 개발…""코곯이 소음도 퇴치 가능""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=001&aid=0008299860,0.0,0.0,-,2016-04-01,105
0001976677,뉴스1,지난해 하반기 휴대폰 스팸 10개 중 2개는 '불법도박',http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=105&oid=421&aid=0001976677,0.0,0.0,-,2016-04-01,105
